name	x	y	z	material
Fp1	-0.030902595782959074	0.1145851808674079	0.027866574329093563	EEG
AFp1	-0.013695337831061968	0.11799656180648037	0.048881644892306036	EEG
Fpz	-0.0013373370098660072	0.11910179606232231	0.03288990364077295	EEG
AFp2	0.012170726385859042	0.11853052015314156	0.049961916171051765	EEG
Fp2	0.028409487887091203	0.11534630809630636	0.02772125772253031	EEG
AF7	-0.056360665806585115	0.09915152107495624	0.02514128951509998	EEG
AF3	-0.03518601491807185	0.10912956744877292	0.056439214711789275	EEG
AF4	0.034229850722724775	0.10981126989940736	0.057116674323529265	EEG
AF8	0.05422545454424309	0.09983161680439716	0.02491507170177891	EEG
FAF5	n/a	n/a	n/a	EEG
FAF1	n/a	n/a	n/a	EEG
FAF2	n/a	n/a	n/a	EEG
FAF6	n/a	n/a	n/a	EEG
F7	-0.07187663250970616	0.07310353217275958	0.02579045587891774	EEG
F5	-0.06605409092054944	0.08023978357581142	0.0537710792746328	EEG
F3	-0.05180904586237076	0.0866879023191724	0.07871409302883829	EEG
F1	-0.029043954610346055	0.09144847919912263	0.09661865029442487	EEG
Fz	-0.0012292786120998045	0.09327445212894306	0.10263929347682083	EEG
F2	0.027967905749604307	0.09186996396743785	0.09577991837531719	EEG
F4	0.05027427028109521	0.087438385860065	0.07727065434234637	EEG
F6	0.0663313342381619	0.0815289626974268	0.053116279380060916	EEG
F8	0.07143526180097565	0.07450512184827826	0.025101027393181548	EEG
FFC7	n/a	n/a	n/a	EEG
FFC5	-0.07314343708873361	0.0664091380062318	0.058635489033520866	EEG
FFC3	-0.05755470434047108	0.07276648552309727	0.08711304262812097	EEG
FFC1	-0.0322523321415942	0.07757288465688705	0.1081214728214066	EEG
FFC2	0.031049554297088847	0.0780185087023895	0.10783799402990474	EEG
FFC4	0.055892515016168515	0.07344134015440197	0.08607323807632843	EEG
FFC6	0.0726171066742168	0.06742674529225477	0.057934290247080904	EEG
FFC8	n/a	n/a	n/a	EEG
FT9	-0.0857965490757633	0.04308171037172904	-0.01157567583844054	EEG
FT7	-0.082489318340554	0.04484874350085445	0.027680584654195248	EEG
FC5	-0.07890598380592659	0.051367389393278916	0.06296234793922344	EEG
FC3	-0.06185234453174111	0.057133289447271314	0.09376582882952603	EEG
FC1	-0.03571586782937188	0.06171406221864098	0.11798301537735789	EEG
FCz	-0.0012714337533993952	0.06345979225353343	0.12657198384237547	EEG
FC2	0.03313097492028421	0.06182848393513826	0.11678169813445863	EEG
FC4	0.060625474352247244	0.05770741653090674	0.09379461804488445	EEG
FC6	0.07784661183611408	0.05209880614588322	0.062867106289257	EEG
FT8	0.08010431965005083	0.045553577040141964	0.027412390613802098	EEG
FT10	0.0823906466577189	0.04227490959920134	-0.011673128497876314	EEG
CFC7	n/a	n/a	n/a	EEG
CFC5	n/a	n/a	n/a	EEG
CFC3	n/a	n/a	n/a	EEG
CFC1	n/a	n/a	n/a	EEG
CFC2	n/a	n/a	n/a	EEG
CFC4	n/a	n/a	n/a	EEG
CFC6	n/a	n/a	n/a	EEG
CFC8	n/a	n/a	n/a	EEG
T7	-0.08598208540859081	0.014871643830998479	0.03117337373904913	EEG
C5	-0.08208530618179086	0.019293632972432445	0.0694896677281912	EEG
C3	-0.06714873038365092	0.023358234962598565	0.10451068106025274	EEG
C1	-0.037937831285299435	0.026337454328592032	0.12977060888830635	EEG
Cz	-0.0013741408533525957	0.027617093717945417	0.1401994941744	EEG
C2	0.035892709469692044	0.026358135962367156	0.12841234097161527	EEG
C4	0.06532887326785189	0.02357310071942504	0.10369243420048097	EEG
C6	0.08165316193008805	0.01969565410623155	0.06948180710557077	EEG
T8	0.08326136240706139	0.015258183861365685	0.030972968524064372	EEG
CCP7	n/a	n/a	n/a	EEG
CCP5	-0.08340637022790366	0.0029745901376694965	0.07153028874477174	EEG
CCP3	-0.06798115466422178	0.005812632660368602	0.10704845603812041	EEG
CCP1	-0.03877554107502446	0.00789637335347678	0.13280188402740928	EEG
CCP2	0.0366950536321846	0.007929200879823562	0.13202553067644368	EEG
CCP4	0.06700242385378398	0.006015752769469428	0.10752244140202707	EEG
CCP6	0.08269152420991484	0.003211060313330641	0.07208923533575085	EEG
CCP8	n/a	n/a	n/a	EEG
TP9	-0.08755584081204944	-0.01762901635569548	-0.0034024089114834954	EEG
TP7	-0.08675728536194152	-0.014950971454822267	0.03515865615910235	EEG
CP5	-0.0815135185591705	-0.013345688457798027	0.07313262712367748	EEG
CP3	-0.06547224097149225	-0.011896599111525148	0.10777792004227077	EEG
CP1	-0.03742513286802655	-0.010824235244308918	0.13344371157184573	EEG
CPz	-0.0015249123600369623	-0.010518376261361682	0.1415491439763013	EEG
CP2	0.0364719521247076	-0.010903793865136614	0.13281227263122153	EEG
CP4	0.0646962476012671	-0.011991179362648905	0.10771287092399104	EEG
CP6	0.08140110027360135	-0.01346204793715924	0.07336367003861735	EEG
TP8	0.08362231532894225	-0.01508567532515739	0.03505769683479039	EEG
TP10	0.08422219202241313	-0.018769085061997915	-0.003534771527952618	EEG
PCP7	n/a	n/a	n/a	EEG
PCP5	n/a	n/a	n/a	EEG
PCP3	n/a	n/a	n/a	EEG
PCP1	n/a	n/a	n/a	EEG
PCP2	n/a	n/a	n/a	EEG
PCP4	n/a	n/a	n/a	EEG
PCP6	n/a	n/a	n/a	EEG
PCP8	n/a	n/a	n/a	EEG
P9	-0.07504186115216518	-0.044614328642365725	0.002842148832066481	EEG
P7	-0.07445797197401204	-0.0421231600703902	0.041273631387385656	EEG
P5	-0.06929984778304407	-0.043226969304827736	0.07225380245654861	EEG
P3	-0.05503823925315043	-0.04421030104524479	0.09990897692201317	EEG
P1	-0.030653624162682504	-0.04492738508964679	0.11947204537971742	EEG
Pz	-0.0017094524972804195	-0.04521299319629392	0.12667292418210063	EEG
P2	0.029886386222411618	-0.04503254404940618	0.12074781507025559	EEG
P4	0.053636008012841616	-0.044334525348021875	0.10051602773215543	EEG
P6	0.06586061191164945	-0.0433385196931155	0.07194130862688547	EEG
P8	0.07103246343848865	-0.04225998064272267	0.04119886278195534	EEG
P10	0.07185894733971461	-0.045773124106266744	0.002655786411093812	EEG
PPO7	-0.06665186664843525	-0.054756924467856294	0.04451264909126758	EEG
PPO5	-0.06078463951440727	-0.05583210494855581	0.06977287784703606	EEG
PPO1	-0.02672614352034189	-0.05744608230674056	0.10679980062197353	EEG
PPO2	0.024358749253935375	-0.05756742805014574	0.10792114952619417	EEG
PPO6	0.05874041258205908	-0.05603049677545226	0.07022969500428039	EEG
PPO8	0.06308329473988682	-0.05494270120032295	0.044454863259789944	EEG
PO7	-0.056948628595126505	-0.06592324268349231	0.04790743802199564	EEG
PO3	-0.038624608976388995	-0.06736158053162712	0.08241555265208678	EEG
PO1	-0.02108707712047662	-0.06780707610069746	0.09182132777939916	EEG
POz	-0.0018998318804281135	-0.06805409903094144	0.0959099993612478	EEG
PO2	0.01776255973191072	-0.06797834741029021	0.09167994978101435	EEG
PO4	0.03466778587174901	-0.06766213823777688	0.08164652939132971	EEG
PO8	0.05355731544232249	-0.0664169403782647	0.04785097585047131	EEG
OPO1	n/a	n/a	n/a	EEG
OPO2	n/a	n/a	n/a	EEG
O1	-0.0315735653251896	-0.08056835005318111	0.054789645624052044	EEG
Oz	-0.002060253553524364	-0.08278299035919615	0.06073663060774018	EEG
O2	0.027683093109090593	-0.08048884161275736	0.05473408147779854	EEG
OI1	-0.03156269985325237	-0.08369501375167834	0.03607766921633687	EEG
OI2	0.027384029359234747	-0.08303287985188532	0.035997135959550924	EEG
I1	-0.03199378523139305	-0.08483938956948993	0.01691581149411735	EEG
I2	0.02756693146199432	-0.0847440466605599	0.016858286125892758	EEG
